sep=;
Year;Month;Day;Hour;Temperature;Pressure;WindSpeed;WindDirection
2022;08;07;21;18,2;766;2;90
2022;08;08;00;17,3;766;1;45
2022;08;08;03;15,6;767;1;0
2022;08;08;06;15,8;767;1;0
2022;08;08;09;19,1;768;2;90
2022;08;08;12;20,3;768;2;45
2022;08;08;15;17,1;768;0;180
2022;08;08;18;15,8;769;2;0
2022;08;08;21;15,1;769;0;180
2022;08;09;00;13,7;769;0;180
2022;08;09;03;12,7;770;0;180
2022;08;09;06;12,3;770;0;180
2022;08;09;09;18,6;770;0;180
2022;08;09;12;20,4;771;1;45
2022;08;09;15;20,6;771;1;225
2022;08;09;18;21,3;770;1;270
2022;08;09;21;17,4;771;0;180
2022;08;10;00;13,5;771;0;180
2022;08;10;03;13;771;0;180
2022;08;10;06;13,6;771;0;180
2022;08;10;09;19,3;771;1;45
2022;08;10;12;21,8;771;1;90
2022;08;10;15;22,3;770;3;45
2022;08;10;18;22,6;770;2;45
2022;08;10;21;18,6;769;0;180
2022;08;11;00;16,3;770;1;45
2022;08;11;03;16,6;769;1;0
2022;08;11;06;15,3;769;0;180
2022;08;11;09;19,9;769;2;45
2022;08;11;12;23,1;768;3;45
2022;08;11;15;24,7;767;3;45
2022;08;11;18;24,8;767;3;45
2022;08;11;21;21,9;766;3;45
2022;08;12;00;19,9;766;3;45
2022;08;12;03;18,3;767;2;45
2022;08;12;06;18,2;767;2;90
2022;08;12;09;19,7;767;2;90
2022;08;12;12;22,4;768;3;90
2022;08;12;15;23,7;768;2;45
2022;08;12;18;24;767;2;90
2022;08;12;21;20,3;767;0;180
2022;08;13;00;18,8;767;1;135
2022;08;13;03;18,7;767;1;90
2022;08;13;06;17,8;767;1;90
2022;08;13;09;19,6;767;1;45
2022;08;13;12;22,6;768;1;45
2022;08;13;15;23,5;768;2;180
2022;08;13;18;22,8;767;1;225
2022;08;13;21;19,7;767;0;180
2022;08;14;00;15,8;768;0;180
2022;08;14;03;14,2;768;0;180
2022;08;14;06;13;767;0;180
2022;08;14;09;19,6;768;1;180
2022;08;14;12;24,4;767;1;315
2022;08;14;15;26,1;767;1;270
2022;08;14;18;25,2;766;1;225
2022;08;14;21;19,8;766;1;270
2022;08;15;00;17,2;766;0;180
2022;08;15;03;16,4;766;0;180
2022;08;15;06;16,5;766;0;180
2022;08;15;09;22,7;766;1;270
2022;08;15;12;27,3;766;1;270
2022;08;15;15;28,9;766;1;315
2022;08;15;18;28,4;765;2;270
2022;08;15;21;25,2;765;0;180
2022;08;16;00;22,8;766;1;270
2022;08;16;03;21,4;766;1;270
2022;08;16;06;18,3;766;0;180
2022;08;16;09;24,1;766;1;270
2022;08;16;12;28,6;766;2;315
2022;08;16;15;30;765;3;0
2022;08;16;18;29,7;765;1;315
2022;08;16;21;26,6;765;1;270
2022;08;17;00;22,5;765;0;180
2022;08;17;03;23;764;2;270
2022;08;17;06;21,6;764;2;270
2022;08;17;09;23,7;764;2;270
2022;08;17;12;28,1;764;3;315
2022;08;17;15;29,9;764;3;0
2022;08;17;18;29,7;764;2;0
2022;08;17;21;27,1;764;1;0
2022;08;18;00;21,2;764;0;180
2022;08;18;03;20,1;764;0;180
2022;08;18;06;20,7;764;1;270
2022;08;18;09;23;765;1;270
2022;08;18;12;27,5;765;2;315
2022;08;18;15;30,4;765;2;0
2022;08;18;18;30;765;1;315
2022;08;18;21;27,5;766;1;270
2022;08;19;00;25,4;766;1;315
2022;08;19;03;21,5;766;0;180
2022;08;19;06;20,9;767;1;270
2022;08;19;09;23,5;768;2;315
2022;08;19;12;28,6;768;2;315
2022;08;19;15;30,3;768;2;0
2022;08;19;18;29,5;768;3;0
2022;08;19;21;26,8;768;1;315
2022;08;20;00;24,1;769;2;270
2022;08;20;03;21,7;769;2;315
2022;08;20;06;19,4;769;2;270
2022;08;20;09;22,5;770;1;315
2022;08;20;12;26,2;769;2;270
2022;08;20;15;27,8;768;3;270
2022;08;20;18;27,1;767;4;315
2022;08;20;21;24,1;767;1;270
2022;08;21;00;21,3;767;3;315
2022;08;21;03;18,9;767;2;270
2022;08;21;06;17,2;767;2;270
2022;08;21;09;17,5;766;3;270
2022;08;21;12;18,7;765;2;315
2022;08;21;15;21,8;765;1;270
2022;08;21;18;23;764;1;315
2022;08;21;21;22,7;764;2;315
2022;08;22;00;21,8;764;1;270
2022;08;22;03;20;763;1;315
2022;08;22;06;18,6;763;2;0
2022;08;22;09;18,6;764;3;0
2022;08;22;12;20,6;764;4;0
2022;08;22;15;24,7;764;4;0
2022;08;22;18;24,8;764;2;45
2022;08;22;21;21,1;766;1;90
2022;08;23;00;18,3;767;1;45
2022;08;23;03;17,3;767;1;90
2022;08;23;06;17,5;768;0;180
2022;08;23;09;20,8;768;1;270
2022;08;23;12;26,1;769;1;270
2022;08;23;15;28,1;768;1;270
2022;08;23;18;24,5;768;2;225
2022;08;23;21;21;768;1;225
2022;08;24;00;19,5;768;0;180
2022;08;24;03;18,4;768;0;180
2022;08;24;06;18,3;768;0;180
2022;08;24;09;23,9;768;2;0
2022;08;24;12;27,6;768;3;0
2022;08;24;15;29,9;767;3;0
2022;08;24;18;30,6;767;3;45
2022;08;24;21;27,4;767;2;0
2022;08;25;00;24,9;767;1;0
2022;08;25;03;20,5;767;0;180
2022;08;25;06;19,3;766;0;180
2022;08;25;09;21,2;767;2;180
2022;08;25;12;21,6;767;2;45
2022;08;25;15;20,7;767;2;90
2022;08;25;18;19,9;768;2;90
2022;08;25;21;18,4;768;1;225
2022;08;26;00;17,1;768;0;180
2022;08;26;03;16,2;768;0;180
2022;08;26;06;16,3;768;1;180
2022;08;26;09;17,4;768;1;180
2022;08;26;12;19;768;1;180
2022;08;26;15;18,6;768;1;180
2022;08;26;18;19,2;767;1;270
2022;08;26;21;17,1;767;0;180
2022;08;27;00;15,2;767;0;180
2022;08;27;03;14,4;766;0;180
2022;08;27;06;14,4;766;0;180
2022;08;27;09;18,4;766;1;270
2022;08;27;12;24;765;1;270
2022;08;27;15;26,8;765;2;315
2022;08;27;18;24,6;764;1;225
2022;08;27;21;20,5;764;1;270
2022;08;28;00;18,6;764;0;180
2022;08;28;03;17;763;0;180
2022;08;28;06;16;763;0;180
2022;08;28;09;22,6;763;1;270
2022;08;28;12;28,1;763;2;0
2022;08;28;15;29,6;762;3;0
2022;08;28;18;29,5;761;2;0
2022;08;28;21;22,8;761;0;180
2022;08;29;00;19,4;761;0;180
2022;08;29;03;20,4;760;1;315
2022;08;29;06;19,1;760;0;180
2022;08;29;09;20,9;760;1;225
2022;08;29;12;24;760;2;225
2022;08;29;15;22,3;760;2;225





2022;08;29;18;19,6;761;2;225
2022;08;29;21;17,4;761;3;225
2022;08;30;00;15,6;761;1;180
2022;08;30;03;15,9;761;2;225
2022;08;30;06;15,6;761;1;225
2022;08;30;09;14,9;761;2;225
2022;08;30;12;15,5;761;2;225
2022;08;30;15;15,4;761;3;225
2022;08;30;18;12,7;761;3;225
2022;08;30;21;12;761;3;225
2022;08;31;00;11,1;760;2;225
2022;08;31;03;11,3;759;2;180
2022;08;31;06;10,7;759;4;180
2022;08;31;09;10;759;3;180
2022;08;31;12;10,1;759;3;180
2022;08;31;15;10,1;760;4;180
2022;08;31;18;9,1;760;4;180
2022;08;31;21;8,3;760;3;180
2022;09;01;00;8;759;3;180
2022;09;01;03;7,5;759;3;180
2022;09;01;06;7,1;758;4;180
2022;09;01;09;8;758;3;180
2022;09;01;12;8,8;759;3;180
2022;09;01;15;9;760;2;135
2022;09;01;18;9,2;761;2;180
2022;09;01;21;8,3;761;2;225
2022;09;02;00;8,2;761;3;180
2022;09;02;03;8;761;2;180
2022;09;02;06;7,7;762;3;180
2022;09;02;09;9;763;2;135
2022;09;02;12;10,7;764;3;135
2022;09;02;15;11;764;2;135
2022;09;02;18;11,5;765;2;135
2022;09;02;21;8,8;765;1;135
2022;09;03;00;7,4;765;1;135
2022;09;03;03;5,3;765;0;180
2022;09;03;06;5,6;765;0;180
2022;09;03;09;9,9;766;2;135
2022;09;03;12;10,8;766;3;90
2022;09;03;15;12,6;766;4;90
2022;09;03;18;11,9;766;3;90
2022;09;03;21;10,1;766;2;90
2022;09;04;00;9;766;2;135
2022;09;04;03;7,7;767;1;180
2022;09;04;06;6,9;767;1;135
2022;09;04;09;8,2;767;3;135
2022;09;04;12;11,5;768;3;180
2022;09;04;15;10,8;769;1;180
2022;09;04;18;10,6;769;2;180
2022;09;04;21;9,2;770;1;180
2022;09;05;00;8,4;770;2;180
2022;09;05;03;7,2;770;0;180
2022;09;05;06;7,3;771;1;180
2022;09;05;09;9,9;771;2;180
2022;09;05;12;10,2;772;3;180
2022;09;05;15;12,8;771;3;180
2022;09;05;18;10,9;771;1;180
2022;09;05;21;9,4;771;1;180
2022;09;06;00;6,7;770;0;180
2022;09;06;03;6,2;769;1;90
2022;09;06;06;8,5;768;1;135
2022;09;06;09;9,5;768;1;90
2022;09;06;12;11,7;767;3;90
2022;09;06;15;12,9;765;4;90
2022;09;06;18;12,5;764;3;90
2022;09;06;21;11;762;1;180
2022;09;07;00;11,1;761;1;135
2022;09;07;03;9,7;761;1;180
2022;09;07;06;9,2;761;1;180
2022;09;07;09;10;762;2;180
2022;09;07;12;10,9;763;2;180
2022;09;07;15;10,9;764;2;225
2022;09;07;18;11,6;765;2;225
2022;09;07;21;7,6;766;1;180
2022;09;08;00;6,7;767;1;180
2022;09;08;03;5,1;767;0;180
2022;09;08;06;4,3;768;0;180
2022;09;08;09;8,5;769;1;180
2022;09;08;12;10,8;770;2;180
2022;09;08;15;12,5;770;2;225
2022;09;08;18;11,8;770;2;180
2022;09;08;21;7,8;770;0;180
2022;09;09;00;7,6;771;0;180
2022;09;09;03;8,4;771;1;90
2022;09;09;06;8,6;771;0;180
2022;09;09;09;10,4;772;1;90
2022;09;09;12;12;772;2;90
2022;09;09;15;13,6;772;1;90
2022;09;09;18;12,5;771;2;90
2022;09;09;21;8;771;0;180
2022;09;10;00;6,5;771;0;180
2022;09;10;03;5,3;771;0;180
2022;09;10;06;4,6;770;0;180
2022;09;10;09;10,4;770;0;180
2022;09;10;12;14,7;770;1;45
2022;09;10;15;17;768;1;90
2022;09;10;18;16,5;767;1;315
2022;09;10;21;10,7;767;0;180
2022;09;11;00;9;767;0;180
2022;09;11;03;6,7;766;0;180
2022;09;11;06;6;766;0;180
2022;09;11;09;11,1;766;1;270
2022;09;11;12;15,9;765;2;270
2022;09;11;15;17,6;764;1;270
2022;09;11;18;17;763;1;270
2022;09;11;21;11,6;763;0;180
2022;09;12;00;9,4;763;0;180
2022;09;12;03;7,8;763;0;180
2022;09;12;06;8,5;763;1;270
2022;09;12;09;12;764;1;315
2022;09;12;12;15,1;764;2;0
2022;09;12;15;16,6;763;1;270
2022;09;12;18;15,7;763;1;0
2022;09;12;21;12,3;763;0;180
2022;09;13;00;12,3;763;0;180
2022;09;13;03;11,8;763;0;180
2022;09;13;06;12,2;762;1;315
2022;09;13;09;12,3;762;2;270
2022;09;13;12;14,4;761;2;315
2022;09;13;15;16,1;760;3;0
2022;09;13;18;16,3;759;1;315
2022;09;13;21;15;759;1;270
2022;09;14;00;14,1;757;1;270
2022;09;14;03;13,2;756;2;270
2022;09;14;06;11,3;755;2;315
2022;09;14;09;11;754;1;270
2022;09;14;12;12,4;753;2;315
2022;09;14;15;13,2;752;1;315
2022;09;14;18;13,3;752;2;315
2022;09;14;21;11,5;751;2;270
2022;09;15;00;11,2;750;1;315
2022;09;15;03;11,1;749;1;315
2022;09;15;06;11,1;748;2;315
2022;09;15;09;11,4;748;2;0
2022;09;15;12;12,4;747;3;0
2022;09;15;15;13,3;747;2;315
2022;09;15;18;13,9;746;2;270
2022;09;15;21;12,9;745;2;315
2022;09;16;00;12,7;744;1;315
2022;09;16;03;12,9;744;2;0
2022;09;16;06;12;744;2;0
2022;09;16;09;12,7;744;3;0
2022;09;16;12;13,2;744;3;0
2022;09;16;15;13,9;744;4;0
2022;09;16;18;10,3;744;2;45
2022;09;16;21;10,9;744;2;0
2022;09;17;00;10,5;743;3;0
2022;09;17;03;10,2;743;1;0
2022;09;17;06;9,4;743;2;0
2022;09;17;09;10,5;742;2;0
2022;09;17;12;13,5;743;2;45
2022;09;17;15;13;743;1;180
2022;09;17;18;13,3;744;1;0
2022;09;17;21;12,2;744;3;0
2022;09;18;00;10,6;744;0;180
2022;09;18;03;11,4;745;2;45
2022;09;18;06;10,8;747;3;45
2022;09;18;09;10,8;748;2;45
2022;09;18;12;13,1;749;3;45
2022;09;18;15;14,4;751;2;45
2022;09;18;18;14;751;0;180
2022;09;18;21;10,4;751;0;180
2022;09;19;00;9,9;751;0;180
2022;09;19;03;10;750;1;225
2022;09;19;06;8,8;748;1;225
2022;09;19;09;9,9;747;2;225
2022;09;19;12;12,4;746;2;180
2022;09;19;15;11,6;745;2;180
2022;09;19;18;11,1;745;3;180
2022;09;19;21;10,4;745;4;180
2022;09;20;00;10,4;745;3;135
2022;09;20;03;10,3;747;3;135
2022;09;20;06;10,3;749;2;135
2022;09;20;09;10,6;751;2;135
2022;09;20;12;12,6;754;2;135
2022;09;20;15;14,2;756;2;135
2022;09;20;18;13,2;758;1;90
2022;09;20;21;11,4;760;1;180
2022;09;21;00;10,4;762;1;180
2022;09;21;03;9,1;763;0;180
2022;09;21;06;7,9;764;0;180
2022;09;21;09;10,5;766;1;225
2022;09;21;12;13,4;766;1;225
2022;09;21;15;13;767;1;225
2022;09;21;18;11,3;767;1;225
2022;09;21;21;10,1;768;1;225
2022;09;22;00;10;768;1;225
2022;09;22;03;8,7;768;1;225
2022;09;22;06;8,2;768;1;225
2022;09;22;09;9,9;768;1;225
2022;09;22;12;11,7;768;1;225
2022;09;22;15;12,2;767;1;225
2022;09;22;18;11,3;766;1;225
2022;09;22;21;9,5;767;0;180
2022;09;23;00;8,6;766;0;180
2022;09;23;03;8,4;766;0;180
2022;09;23;06;8,1;765;0;180
2022;09;23;09;10,4;765;1;225
2022;09;23;12;12;765;1;225
2022;09;23;15;11,3;765;1;225
2022;09;23;18;11,4;765;1;225
2022;09;23;21;8,6;765;0;180
2022;09;24;00;6,8;764;0;180
2022;09;24;03;7,4;764;0;180
2022;09;24;06;8,9;763;1;225
2022;09;24;09;9,9;763;1;225
2022;09;24;12;12;762;2;225
2022;09;24;15;12,9;761;2;225
2022;09;24;18;11,7;760;2;225
2022;09;24;21;8,7;759;2;180
2022;09;25;00;7,3;758;2;180
2022;09;25;03;6,2;758;3;135
2022;09;25;06;6,4;757;2;135
2022;09;25;09;6,8;756;2;180
2022;09;25;12;8,3;756;2;225
2022;09;25;15;8,4;756;1;225
2022;09;25;18;8,7;757;1;180
2022;09;25;21;9;757;0;180
2022;09;26;00;9,1;757;0;180
2022;09;26;03;9,1;757;0;180
2022;09;26;06;9,1;757;0;180
2022;09;26;09;9,7;757;0;180
2022;09;26;12;11,5;758;1;45
2022;09;26;15;12,5;758;1;90
2022;09;26;18;11,2;758;1;90
2022;09;26;21;10,1;759;0;180
2022;09;27;00;9,5;759;0;180
2022;09;27;03;9,1;759;0;180
2022;09;27;06;9;759;0;180
2022;09;27;09;9,9;760;1;45
2022;09;27;12;13,3;760;1;45
2022;09;27;15;13,3;760;1;270
2022;09;27;18;12,3;760;1;270
2022;09;27;21;10,1;760;1;270
2022;09;28;00;8,1;760;0;180
2022;09;28;03;6,6;760;0;180
2022;09;28;06;5,6;760;0;180
2022;09;28;09;8;759;0;180
2022;09;28;12;9,3;758;1;225
2022;09;28;15;10,1;757;1;225
2022;09;28;18;9,8;757;1;225
2022;09;28;21;8,3;756;1;270
2022;09;29;00;7;755;1;225
2022;09;29;03;7;754;1;270
2022;09;29;06;6,7;754;1;270
2022;09;29;09;6,7;754;2;270
2022;09;29;12;7,7;754;0;180
2022;09;29;15;8,5;755;1;270
2022;09;29;18;8,9;755;2;270
2022;09;29;21;8,4;755;1;270
2022;09;30;00;8,5;755;0;180
2022;09;30;03;9;755;1;315
2022;09;30;06;8,9;755;2;0
2022;09;30;09;9,2;756;2;0
2022;09;30;12;10;757;2;45
2022;09;30;15;11,1;758;2;45
2022;09;30;18;9,9;759;1;45
2022;09;30;21;9,6;760;2;45
2022;10;01;00;8,5;760;1;0
2022;10;01;03;7,7;761;1;0
2022;10;01;06;8,3;761;2;45
2022;10;01;09;8,1;762;2;45
2022;10;01;12;11,4;762;1;45
2022;10;01;15;13,3;761;1;0
2022;10;01;18;10;760;1;315
2022;10;01;21;7;760;2;315
2022;10;02;00;6;759;1;315
2022;10;02;03;5,4;759;1;180
2022;10;02;06;5;758;0;180
2022;10;02;09;3,9;759;1;270
2022;10;02;12;9,1;759;1;270
2022;10;02;15;10,6;758;1;180
2022;10;02;18;10,1;758;0;180
2022;10;02;21;7,1;758;0;180
2022;10;03;00;6,3;758;1;180
2022;10;03;03;6;758;1;270
2022;10;03;06;6,5;758;1;180
2022;10;03;09;7,4;757;2;225
2022;10;03;12;7,9;756;2;225
2022;10;03;15;8,2;754;4;225
2022;10;03;18;6,8;752;4;225
2022;10;03;21;6,7;751;3;225
2022;10;04;00;7,2;750;2;225
2022;10;04;03;8,4;750;1;225
2022;10;04;06;8,6;750;1;270
2022;10;04;09;8,2;751;1;225
2022;10;04;12;9,9;752;1;270
2022;10;04;15;10,3;753;1;315
2022;10;04;18;10;755;1;270
2022;10;04;21;7,1;756;0;180
2022;10;05;00;5,7;756;0;180
2022;10;05;03;7,2;757;1;90
2022;10;05;06;7,7;757;1;90
2022;10;05;09;7,7;757;1;90
2022;10;05;12;8,9;758;2;90
2022;10;05;15;9,7;759;2;90
2022;10;05;18;9,4;759;1;45
2022;10;05;21;9,4;759;2;0
2022;10;06;00;9,4;759;1;0
2022;10;06;03;9,4;758;1;0
2022;10;06;06;10,5;757;3;0
2022;10;06;09;12,2;755;2;45
2022;10;06;12;12,9;754;3;45
2022;10;06;15;13,6;753;4;45
2022;10;06;18;13,8;753;4;45
2022;10;06;21;11,8;755;3;45
2022;10;07;00;11,9;757;4;45
2022;10;07;03;12;757;4;45
2022;10;07;06;12,1;758;4;45
2022;10;07;09;11,3;759;4;45
2022;10;07;12;12,7;760;4;90
2022;10;07;15;13,4;761;3;90
2022;10;07;18;12,7;762;2;90
2022;10;07;21;12,8;761;3;45
2022;10;08;00;12,7;761;3;45
2022;10;08;03;11,8;760;3;45
2022;10;08;06;10,9;759;3;45
2022;10;08;09;10,1;758;3;45
2022;10;08;12;12,8;757;5;45
2022;10;08;15;14,3;756;5;45
2022;10;08;18;13,8;756;4;0
2022;10;08;21;12,9;755;4;45
2022;10;09;00;11,3;756;3;45
2022;10;09;03;10,6;756;3;45
2022;10;09;06;9,7;757;2;45
2022;10;09;09;10;758;2;90
2022;10;09;12;12,1;759;2;90
2022;10;09;15;11;761;4;90
2022;10;09;18;9,9;762;3;90
2022;10;09;21;9,5;763;3;90
2022;10;10;00;8,8;764;2;90
2022;10;10;03;8;765;1;45
2022;10;10;06;6,7;766;1;90
2022;10;10;09;6,5;767;3;45
2022;10;10;12;10,3;767;3;45
2022;10;10;15;13,3;767;3;45
2022;10;10;18;10,5;767;3;45
2022;10;10;21;8,6;767;3;0
2022;10;11;00;7,5;766;2;45
2022;10;11;03;7,8;766;2;0
2022;10;11;06;7,7;764;3;0
2022;10;11;09;7,5;763;3;0
2022;10;11;12;10,5;761;4;0
2022;10;11;15;К сожалению фактических данных на эту дату в архиве нет;
2022;10;11;18;10,5;760;5;45
2022;10;11;21;9,7;760;3;45
2022;10;12;00;8,8;760;2;45
2022;10;12;03;8,5;760;2;45
2022;10;12;06;8,3;761;2;45
2022;10;12;09;8,3;762;3;90
2022;10;12;12;10,4;763;3;90
2022;10;12;15;10,6;764;3;90
2022;10;12;18;8,6;764;2;90
2022;10;12;21;7,8;765;1;90
2022;10;13;00;7,1;766;1;90
2022;10;13;03;5,6;766;1;0
2022;10;13;06;4,7;767;0;180
2022;10;13;09;5,2;767;1;45
2022;10;13;12;9,7;768;2;90
2022;10;13;15;11,8;767;2;45
2022;10;13;18;8,9;767;1;90
2022;10;13;21;7,8;767;2;45
2022;10;14;00;7,9;767;1;90
2022;10;14;03;8,2;766;1;45
2022;10;14;06;7,9;766;0;180
2022;10;14;09;8,5;765;1;0
2022;10;14;12;10;765;2;0
2022;10;14;15;11;764;3;0
2022;10;14;18;10,6;764;2;0
2022;10;14;21;10,1;764;2;0
2022;10;15;00;9,9;763;3;0
2022;10;15;03;9,3;763;2;0
2022;10;15;06;8,4;763;1;0
2022;10;15;09;8,2;763;2;0
2022;10;15;12;10,5;764;2;0
2022;10;15;15;13,7;763;3;0
2022;10;15;18;12,2;763;1;315
2022;10;15;21;12,3;763;3;0
2022;10;16;00;11;764;2;0
2022;10;16;03;10,9;764;0;180
2022;10;16;06;10;763;1;315
2022;10;16;09;9;763;1;0
2022;10;16;12;10,2;762;3;0
2022;10;16;15;10,1;762;3;0
2022;10;16;18;10,1;761;3;0
2022;10;16;21;10,9;760;4;0
2022;10;17;00;12;759;3;0
2022;10;17;03;12,5;757;4;0
2022;10;17;06;11,6;757;5;45
2022;10;17;09;10,4;757;5;45
2022;10;17;12;9,5;757;6;90
2022;10;17;15;10,5;761;6;90
2022;10;17;18;10,2;763;3;90
2022;10;17;21;10,1;763;3;90
2022;10;18;00;10;763;3;45
2022;10;18;03;9,6;762;3;45
2022;10;18;06;8,9;760;3;45
2022;10;18;09;8,7;758;2;90
2022;10;18;12;8,1;758;2;90
2022;10;18;15;8,9;758;3;90
2022;10;18;18;8,9;758;3;90
2022;10;18;21;7,3;758;1;90
2022;10;19;00;6,7;757;0;180
2022;10;19;03;6,5;756;1;135
2022;10;19;06;5,8;756;2;180
2022;10;19;09;5,2;757;2;180
2022;10;19;12;5,5;759;2;180
2022;10;19;15;5,6;761;2;225
2022;10;19;18;3,8;762;2;225
2022;10;19;21;3,3;763;2;135
2022;10;20;00;3,3;763;2;135
2022;10;20;03;3,5;763;1;90
2022;10;20;06;4,4;762;2;45
2022;10;20;09;4,6;762;2;135
2022;10;20;12;5,4;763;2;180
2022;10;20;15;5,5;764;2;135
2022;10;20;18;5;765;1;90
2022;10;20;21;5,5;765;1;135
2022;10;21;00;5,8;765;1;135
2022;10;21;03;5,3;765;1;180
2022;10;21;06;4,7;765;1;90
2022;10;21;09;5,2;765;0;180
2022;10;21;12;6,8;765;0;180
2022;10;21;15;7,6;764;1;180
2022;10;21;18;7;765;1;270
2022;10;21;21;6,4;765;1;270
2022;10;22;00;6,5;765;1;270
2022;10;22;03;6,4;765;1;0
2022;10;22;06;6,4;764;1;45
2022;10;22;09;6,4;764;1;0
2022;10;22;12;7,6;764;2;0
2022;10;22;15;8,6;762;2;0
2022;10;22;18;7,5;761;2;45
2022;10;22;21;7,2;761;2;0
2022;10;23;00;6,5;759;2;0
2022;10;23;03;5,5;757;2;0
2022;10;23;06;4,8;756;1;0
2022;10;23;09;4,8;756;1;45
2022;10;23;12;5,9;755;2;0
2022;10;23;15;6,6;755;2;45
2022;10;23;18;7,6;755;2;90
2022;10;23;21;6,7;756;2;180
2022;10;24;00;4,2;757;2;135
2022;10;24;03;2,4;759;2;180
2022;10;24;06;1,5;760;1;135
2022;10;24;09;2,9;761;1;135
2022;10;24;12;4,8;762;2;135
2022;10;24;15;6;762;2;90
2022;10;24;18;4,6;763;1;90
2022;10;24;21;2,1;763;0;180
2022;10;25;00;0,5;763;0;180
2022;10;25;03;0,4;764;1;225
2022;10;25;06;0,4;763;0;180
2022;10;25;09;0;763;0;180
2022;10;25;12;4,9;763;1;270
2022;10;25;15;5,6;763;2;270
2022;10;25;18;4,7;762;2;270
2022;10;25;21;3,8;761;2;315
2022;10;26;00;2,9;761;2;270
2022;10;26;03;3;760;2;315
2022;10;26;06;3,6;759;2;270
2022;10;26;09;4,5;759;1;315
2022;10;26;12;6,1;759;1;0
2022;10;26;15;8;759;1;0
2022;10;26;18;9,6;759;1;0
2022;10;26;21;10,2;759;1;0
2022;10;27;00;10,1;760;1;0
2022;10;27;03;10,1;761;1;90
2022;10;27;06;9,5;761;2;45
2022;10;27;09;8,6;762;2;90
2022;10;27;12;8,7;763;2;90
2022;10;27;15;8,4;764;2;90
2022;10;27;18;7,7;765;2;45
2022;10;27;21;8,1;764;1;45
2022;10;28;00;8,4;763;2;0
2022;10;28;03;9,3;762;3;45
2022;10;28;06;10,5;762;3;45
2022;10;28;09;10,6;761;2;90
2022;10;28;12;9,7;761;2;90
2022;10;28;15;10;761;2;90
2022;10;28;18;9,7;761;1;90
2022;10;28;21;10,7;760;3;45
2022;10;29;00;10,2;759;1;45
2022;10;29;03;10,5;757;1;0
2022;10;29;06;10,6;756;2;45
2022;10;29;09;10,9;754;2;45
2022;10;29;12;11,5;752;2;45
2022;10;29;15;12;750;3;45
2022;10;29;18;12,2;747;4;45
2022;10;29;21;10,7;746;4;90
2022;10;30;00;9,5;746;4;90
2022;10;30;03;7,2;748;5;135
2022;10;30;06;6,1;749;5;135
2022;10;30;09;4,3;751;6;135
2022;10;30;12;4,8;752;6;135
2022;10;30;15;5,3;753;6;135
2022;10;30;18;3,8;755;4;135
2022;10;30;21;2,9;755;4;135
2022;10;31;00;2,4;756;4;135
2022;10;31;03;1,7;758;4;135
2022;10;31;06;0,8;760;3;180
2022;10;31;09;0,3;761;2;180
2022;10;31;12;2,6;763;2;180
2022;10;31;15;4,5;764;2;135
2022;10;31;18;3,1;764;1;135
2022;10;31;21;2,8;764;0;180
2022;11;01;00;1,1;764;0;180
2022;11;01;03;3,1;763;1;0
2022;11;01;06;4;762;1;315
2022;11;01;09;4,4;761;1;0
2022;11;01;12;6,5;761;1;0
2022;11;01;15;8,4;761;2;90
2022;11;01;18;7,7;761;2;90
2022;11;01;21;7,7;761;1;135
2022;11;02;00;6,6;761;2;135
2022;11;02;03;5,7;761;1;180
2022;11;02;06;5,4;762;1;180
2022;11;02;09;5,5;762;1;180
2022;11;02;12;5,9;763;1;180
2022;11;02;15;6,1;763;1;180
2022;11;02;18;6;763;1;225
2022;11;02;21;5,5;763;1;225
2022;11;03;00;5,3;764;0;180
2022;11;03;03;5;764;1;270
2022;11;03;06;4,5;764;0;180
2022;11;03;09;4,2;764;1;270
2022;11;03;12;4,2;765;1;270
2022;11;03;15;4,5;765;1;225
2022;11;03;18;1,9;765;1;270
2022;11;03;21;1,2;766;1;270
2022;11;04;00;1,1;765;0;180
2022;11;04;03;0,1;766;1;225
2022;11;04;06;0,6;766;1;225
2022;11;04;09;0,2;766;1;225
2022;11;04;12;0;766;1;270
2022;11;04;15;-0,1;766;1;270
2022;11;04;18;-0,8;767;1;270
2022;11;04;21;-1,7;767;0;180
2022;11;05;00;-2,2;768;2;0
2022;11;05;03;-3;768;1;270
2022;11;05;06;-3,4;768;1;315
2022;11;05;09;-3,4;769;1;315
2022;11;05;12;-1,9;769;2;315
2022;11;05;15;-0,7;768;1;315
2022;11;05;18;-0,7;768;3;315
2022;11;05;21;-0,2;767;2;315
2022;11;06;00;-0,2;767;3;0
2022;11;06;03;0;766;3;0
2022;11;06;06;0;764;3;0
2022;11;06;09;0;763;3;0
2022;11;06;12;0,7;763;4;0
2022;11;06;15;1,5;762;2;0
2022;11;06;18;2,5;762;2;0
2022;11;06;21;3;762;2;0
2022;11;07;00;4,5;762;2;0
2022;11;07;03;5,4;761;3;45
2022;11;07;06;6,1;760;3;0
2022;11;07;09;6,5;760;3;45
2022;11;07;12;6,6;759;3;45
2022;11;07;15;6,8;759;2;45
2022;11;07;18;6,8;758;2;45
2022;11;07;21;6,3;758;3;45
2022;11;08;00;5,2;757;3;45
2022;11;08;03;4,6;756;3;0
2022;11;08;06;4,5;754;3;0
2022;11;08;09;6,2;753;3;0
